Concrete Compressive Strength,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Cement
33.399597,97.1,75.6,193.8,8.3,835.5,821.4,28,252.1
18.033934,0,150.4,181.6,11.7,1023.3,728.9,28,164.6
37.363396,243.5,0,180.3,10.7,1022,697.7,28,155.6
35.31427,188,146.4,203.2,11.3,828.7,709.7,28,160.2
42.64409,0,107,186.4,6.1,879,815.2,28,298.1
40.062004,0,126.5,209.7,5.7,860.5,736.6,28,317.9
43.798275,120.5,93.9,187.6,9.2,904.4,695.9,28,287.3
61.23581,166.4,0,174,8.9,881.6,790,28,325.6
40.86869,0,141.6,193.3,11,801.4,778.4,28,355.9
33.30652,206.5,160.9,178.9,5.5,866.9,735.6,28,132
52.426376,148.6,0,185.8,8.5,951,709.5,28,322.5
15.09125,0,200.1,181.2,12.6,849.3,846,28,164.2
38.46104,0,112.6,169.9,10.1,925.3,782.9,28,313.8
37.265488,0,127.9,182.5,11.5,870.1,779.7,28,321.4
35.22533,163.9,127.7,236.7,5.8,868.6,655.6,28,139.7
42.140083,121,0,177.4,7,907.9,829.5,28,288.4
31.875164,0,107,209.7,11.1,879.6,744.2,28,298.2
41.54231,111,86.5,195.5,5.9,832.6,790.4,28,264.5
39.45595,250,0,168.4,12.2,1049.3,688.2,28,159.8
37.91704,259.7,0,183.2,12.7,858.8,826.8,28,166
44.284355,116,90.3,179.6,8.9,870.1,768.3,28,276.4
31.178795,0,115.6,196,10.4,817.9,813.4,28,322.2
23.6966,139.4,108.6,192.7,6.1,892.4,780,28,148.5
32.768036,186.7,0,175.6,11.3,989.6,788.9,28,159.1
32.401234,100.5,78.3,200.6,8.6,864.5,761.5,28,260.9
